sku,name,desc,price,promo_price,Category,expression
APP1010,"Apple MacBook Pro Retina 15 ""i7 28 Ghz | 16GB RAM | 1TB Flash",New MacBook Pro 15-inch Retina screen Core i7 16GB RAM 1TB 28GHz (MJLQ2Y / A).,3289,3059,,
TOS0020,Toshiba Canvio Basic 2TB External Hard Drive USB 3.0 Black,25-inch External Hard Drive 2TB USB 3.0 for Mac and PC.,88,78.99,,
OWC0144,OWC Thunderbolt 2 Dock USB3 / FW / HDMI / Audio / Ethernet,Dock with Ethernet connection Thunderbolt ultra fast USB 3.0 HDMI and GigaEthernet for Mac.,300.99,24,,
BEZ0212,"Be.ez LA robe Case Graphite MacBook Pro 15 ""(Late 2016) Gray / Red",flexible sheath with full protection for MacBook Pro 15-inch (Late 2016),29.99,19.99,,
LAC0161,20TB LaCie 5big Thunderbolt 2,20TB external hard drive designed to work 24x7 with free Thunderbolt 2 and 5 years warranty for Mac and PC,1899,1689.99,,
APP0700,"Apple 85W MagSafe 2 charger MacBook Pro screen Retina 15 ""(OEM)",Apple MagSafe 2 Charger for MacBook Pro 15-inch Retina 85W unboxed,89,64.99,,
APP1045,Apple USB-C to USB,USB-C USB adapter for MacBook.,25,24,,
APP1043,Apple USB-C Multiport Digital AV Adapter,C USB-HDMI adapter for MacBook high resolution.,79,75,,
APP1020,IPad AppleCare Protection Plan,Apple Care extended warranty for iPad.,79,69,,
TRA0035,"Transcend JetDrive Lite 130 256GB MacBook Air 13 """,MLC memory card 256 GB macbook 13 inches.,182,178.28,,
NTE0093,NewerTech Cable HDMI to HDMI 1.4A 090m,HDMI to HDMI Cable of 09 meters.,11.99,5.99,,
TRA0034,Transcend External DVD Recorder White,superfine external recorder and portable DVD.,29.9,32.15,,
STA0021,Startech HDMI M / M black 1mt,HDMI Cable 1 meter with 2 male ports for Mac.,9.99,0.7,,
APP0985,OEM 5W USB Power Adapter iPhone iPod and compatible Apple iPod,OEM USB Power Adapter 5W 1A for iPhone iPad and iPod,25,16.99,,
DLL0012,"Dell U2414H Monitor 238 ""IPS Marco Slim",238 inch IPS Monitor Marco Slim.,269.99,212.75,,
BNQ0038,"LED Monitor Benq 238 BL2420PT """,238 LED monitor flicker-free inch to reduce eyestrain.,239,239,,
APP1044,Apple USB-C to Multiport VGA,USB-C VGA adapter for MacBook.,79,75,,
APP1047,Apple charging cable 2m USB-C,USB-C Cable 2 meters MacBook.,25,24,,
WAC0171,Education - Wacom Intuos graphics tablet with pen Draw S White,graphics tablet with pen and digital toolbox for Mac and PC.,79.99,62.3,,
SEA0086,"Seagate 8TB Archive 35 ""SATA III hard drive Mac and PC",Internal Hard Drive Low Power PC Mac and 8TB (ST8000AS0002).,279.99,215.99,,
TRA0036,"Transcend JetDrive Lite 330 256 GB Macbook Pro Retina 13 """,MLC memory card 256 GB Macbooks Retina 13 inches pulgadasLate 2012 - 2015 Early inches.,182,178.28,,
TRA0038,"Transcend JetDrive Lite 360 ​​256GB Macbook Pro Retina 15 """,MLC memory card 256 GB Macbooks Retina 15 inches Late 2013 - Mid 2015.,182,178.28,,
WAC0166,Wacom Intuos Graphics Tablet S Draw with pencil White,Small graphics tablet with pen and Art Rage Lite software for Mac and PC incluódo,79.9,69.99,,
MOS0154,Moshi Mini DisplayPort to HDMI Adapter compatible audio and 4K,Mini DisplayPort to HDMI adapter.,35,30.99,,
DLL0014,"Dell U2515H Monitor 25 ""QHD slim frame 2xHDMI 5xUSB3.0",25-inch monitor sRGB99% pivotable base with tilt shift slim frame and regulation height for Mac and PC,418.66,309.99,,
DLL0015,"Dell U2715H Monitor 27 ""LED Slim Marco",27-inch LED Monitor Marco Slim.,574.99,440.99,,
LOG0178,Multi-Device Logitech K480 Keyboard for iPad / iPhone / Mac,Keying with bluetooth for iPad iPhone and Mac.,49.99,45.99,,
WAC0167,Wacom Intuos Creative Art Pen & Touch S Graphics Tablet Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,99.99,86.99,,
WAC0168,Wacom Intuos Creative Art Pen & Touch M Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,199.99,176.99,,
WAC0169,Wacom Intuos graphics tablet Photo Small Black,Graphical touch tablet with pen and digital toolbox for Mac and PC.,99.99,88.1,,
WAC0172,Education - Wacom Intuos Creative Art Pen & Touch S Black,Graphic tablet with pen and touch digital toolbox for Mac and PC.,99.99,79.2,,
WAC0173,Education - Wacom Intuos Creative Art Pen & Touch M Black,Graphic tablet with pen and touch digital toolbox for Mac and PC.,199.99,160.99,,
SAN0099,SanDisk Connect Wireless Flash Drive 64GB Wireless Black / Gold,Wireless 64GB storage for iPhone / iPad / Mac.,49.99,45,,
ZAG0021,Zagg invisibleSHIELD Screen Protector Apple Watch 38mm,Screen Protector for Apple Watch.,9.99,6.99,,
ZAG0022,Zagg invisibleSHIELD Screen Protector Apple Watch 42mm,Screen Protector for Apple Watch.,16.99,7.99,,
GRT0374,Griffin Elevator Mac and PC support Silver / Transparent,Support for MacBook MacBook Air and MacBook Pro,39.95,36.99,,
IFX0034,iFixit battery change Battery Complete kit iPhone 5s,Battery replacement kit with tools for iPhone 5S.,24.95,23.99,,
APP1118,Apple iPad Wi-Fi Mini 4 128GB Space Gray,Apple iPad Wi-Fi Mini 4 128GB.,482.81,473,,
APP1119,Apple iPad Wi-Fi Mini 4 128GB Silver,Apple iPad Wi-Fi Mini 4 128GB.,482.81,473,,
APP1120,Apple iPad Mini 4 Wi-Fi 128GB Gold,Apple iPad Wi-Fi Mini 4 128GB.,482.81,473,,
DLL0020,"Monitor Dell S2715H 27 ""FHD IPS HDMI VGA",27-inch widescreen monitor angle 21 degrees FHD with free cable and HDMI / MHL for Mac and PC,347.27,272.99,,
DLL0027,"Dell P2415Q 238 ""4K IPS miniDP DP DP HDMI (MHL)",238 inch IPS monitor optimal resolution 4K sRGB 99% for Mac and PC,563.99,411.99,,
DLL0028,"P2715Q Dell 27 ""Monitor 4K UHD IPS sRGB 99%",4K 27-inch IPS monitor sRGB 99% pivotable for creative professionals.,745.36,629.99,,
ELG0039,Elgato Eve Energy Power and Power Wireless Sensor,Plug on-off control sensor and remote power consumption for iPad iPhone iPod Touch and Apple Watch,49.95,46.98,,
APP0411,Apple Keyboard Keypad International English Mac,USB ultrathin keyboard Apple Mac English.,59,59,,
APP1175,Apple iPhone 6s 128GB Space Gray,New Free iPhone 6s 128GB.,639,626,,
APP1177,Apple iPhone 6s 128GB Rose Gold,New Free iPhone 6s 128GB.,639,626,,
NEA0014,Welcome Netatmo facial recognition camera,intelligent security camera with night vision and facial recognition detection alarm for iPhone and iPad.,199,192.99,,
JBL0107,JBL Flip 3 Bluetooth Speaker Black,Bluetooth wireless speaker for iPhone iPad and iPod.,129.99,79.99,,
APP1190,IPhone AppleCare Protection Plan,Apple Care extended warranty iPhone.,70,61,,
APP1384,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 8GB | 2TB Fusion | R9 M395X 4GB",IMac desktop computer 27 inch 8GB RAM 2TB 5K Retina Fusion (MK482Y / A).,3229,3074.58,,
APP1374,"Apple iMac 27 ""Core i7 Retina 5K 4Ghz | 8GB | 2TB Fusion",IMac desktop computer 27 inch 8GB RAM 2TB 5K Retina Fusion (MK482Y / A).,2929,2789.58,,
PAC1033,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 2TB Fusion",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 16GB 2TB Fusion (MK482Y / A).,3169,2873.99,,
PAC1034,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion",IMac desktop computer 27 inch 5K Retina i5 3.3GHz RAM 32GB 2TB Fusion (MK482Y / A).,3349,2406.58,,
PAC1035,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 32GB 2TB Fusion (MK482Y / A).,3649,3080.99,,
PAC1039,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 3TB Fusion",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 32GB 3TB Fusion (MK482Y / A).,3769,3196.99,,
PAC1046,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 512GB Flash",IMac desktop computer 27 inch 5K Retina i5 3.3GHz 512GB Flash RAM 32GB (MK482Y / A).,3589,3024.99,,
PAC1054,"Apple iMac 27 ""Core i5 3.3GHz Retina 5K | 32GB | 2TB Fusion | R9 M395X 4GB",IMac desktop computer 27 inch 5K Retina i5 3.3GHz RAM 32GB 2TB Fusion R9 M395X 4GB (MK482Y / A).,3649,3080.99,,
PAC1055,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 2TB Fusion | R9 M395X 4GB",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 32GB 2TB Fusion R9 M395X 4GB (MK482Y / A).,3949,3366.99,,
PAC1057,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 3TB Fusion | R9 M395X 4GB",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 16GB 3TB Fusion R9 M395X 4GB (MK482Y / A).,3589,3273.99,,
PAC1065,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 512GB Flash | R9 M395X 4GB",IMac desktop computer 27 inch 5K Retina i7 4GHz 512GB Flash RAM 16GB R9 M395X 4GB (MK482Y / A).,3709,3199.99,,
PAC1067,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 512GB Flash | R9 M395X 4GB",IMac desktop computer 27 inch 5K Retina i7 4GHz 512GB Flash RAM 32GB R9 M395X 4GB (MK482Y / A).,4189,3399.99,,
PAC1238,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB SSD | R9 M395X 4GB",IMac desktop computer 27 inch Retina 5K RAM 32GB SSD 1TB and R9 M395X graphics 4GB (MK482Y / A).,4669,3769.5,,
PAC1628,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 2TB SSD | Radeon R9 M395X 4GB",IMac desktop computer 27 inch Retina 5K 4GHz Core i7 | 32GB RAM | 2TB SSD | R9 M395X 4GB (MK482Y / A),5389,4049.99,,
APP1197,"Apple iMac 21.5 ""Core i5 31 GHz Retina display 4K | 8GB | 1TB",Desktop Apple iMac 21.5 inch i5 31 GHz Retina display 4K RAM 8GB 1TB (MK452Y / A).,1729,1305.59,,
APP1273,"Apple iMac 21.5 ""Core i7 33 GHz Retina display 4K | 16GB | Fusion Drive 2TB",Apple iMac desktop Core i7 21.5-inch Retina Display 33 GHz 4K RAM 16GB 2TB Fusion Drive (MK452Y / A).,2569,2447.58,,
PAC1574,"Apple iMac 21.5 ""Core i5 3.1GHz 4K Retina | 8GB RAM | 512GB SSD",Desktop computer iMac 21.5-inch 3.1GHz Core i5 4K Retina | 8GB RAM | 512GB SSD (MK452Y / A),2209,1579.99,,
PAC1584,"Apple iMac 21.5 ""Core i7 3.3GHz 4K Retina | 16GB RAM | 1TB SSD",Desktop computer iMac 21.5-inch 3.3GHz Core i7 4K Retina | 16GB RAM | 1TB SSD (MK452Y / A),2929,2473.99,,
PAC1585,"Apple iMac 21.5 ""Core i7 3.3GHz 4K Retina | 16GB RAM | 2TB SSD",Desktop computer iMac 21.5-inch 3.3GHz Core i7 4K Retina | 16GB RAM | 2TB SSD (MK452Y / A),3649,2749.99,,
APP1198,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB HDD",IMac desktop computer 27 inch 5K Retina 8GB RAM 1TB HDD (MK462Y / A).,2129,1855.59,,
PAC0926,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Fusion Drive | AMD Radeon R9 M380",IMac desktop computer 27 inch Retina 5K RAM 16GB 1TB Fusion Drive and AMD Radeon R9 M380 2GB (MK462Y / A).,2489,2233.99,,
PAC0924,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB HDD",IMac desktop computer 27 inch Retina 5K RAM 16GB 1TB HDD (MK462Y / A).,2369,2098.99,,
PAC0929,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 2TB Drive Fusion",IMac desktop computer 27 inch Retina 5K RAM 32GB 2TB Drive Fusion (MK462Y / A).,3209,2667.99,,
PAC1196,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 500GB SSD",IMac desktop computer 27 inch 5K Retina i5 3.2GHz RAM 16GB SSD 500GB.,2849,2430.99,,
PAC0927,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Fusion Drive",IMac desktop computer 27 inch Retina 5K RAM 32GB 1TB Fusion Drive (MK462Y / A).,2969,2440.99,,
APP1195,"Apple iMac 215 ""Core i5 16GHz | 8GB | 1TB HDD",IMac desktop computer 215 inch 8GB RAM 1TB HDD (MK142Y / A).,1279,1155.59,,
APP1196,"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB | 1TB",PC 215 inch iMac 2.8GHz 8GB RAM 1TB HDD (MK442Y / A).,1529,1425.58,,
APP1242,"Apple iMac 21.5 ""Core i5 2.8GHz | 16GB | 1TB Fusion",PC 215 inch iMac 2.8GHz RAM 16GB 1TB Fusion (MK442Y / A).,1889,1801.58,,
PAC1568,"Apple iMac 21.5 ""Core i5 2.8GHz | 8GB RAM | 525GB SSD",Desktop computer iMac 21.5-inch 2.8GHz Core i5 | 8GB RAM | 525GB SSD (MK442Y / A),2009,1682.99,,
APP1199,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 8GB | 1TB Fusion | AMD Radeon R9 M390",IMac desktop computer 27 inch 5K Retina 8GB RAM 1TB Fusion and AMD Radeon R9 M390 (MK472Y / A).,2329,218.9,,
PAC0960,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 1TB Fusion | Radeon R9 M390",IMac desktop computer 27 inch 5K Retina i5 3.2GHz RAM 16GB 1TB Fusion (MK472Y / A).,2569,2415,,
PAC0961,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 16GB | 1TB Fusion",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 16GB 1TB Fusion (MK472Y / A).,2929,2650.99,,
PAC0962,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB | 1TB Fusion",IMac desktop computer 27 inch 5K Retina i5 3.2GHz RAM 32GB 1TB Fusion (MK472Y / A).,3049,2866,,
PAC0963,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB | 1TB Fusion",IMac desktop computer 27 inch 5K Retina 4GHz i7 RAM 32GB 1TB Fusion (MK472Y / A).,3409,2856.99,,
PAC0968,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB | 3TB Fusion",IMac desktop computer 27 inch 5K Retina i5 3.2GHz RAM 16GB 3TB Fusion (MK472Y / A).,2929,2650.99,,
PAC1593,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 16GB RAM | 1TB SSD | AMD Radeon R9 M390",Desktop computer iMac 27-inch 3.2GHz Core i5 5K Retina | 16GB RAM | 1TB SSD | AMD Radeon R9 M390 (MK472Y / A),3409,2673.99,,
PAC1594,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 1TB SSD | AMD Radeon R9 M390",Desktop computer iMac 27-inch 3.2GHz Core i5 5K Retina | 32GB RAM | 1TB SSD | AMD Radeon R9 M390 (MK472Y / A),3889,2848.99,,
PAC1597,"Apple iMac 27 ""Core i5 3.2GHz Retina 5K | 32GB RAM | 2TB SSD | AMD Radeon R9 M390",Desktop computer iMac 27-inch 3.2GHz Core i5 5K Retina | 32GB RAM | 2TB SSD | AMD Radeon R9 M390 (MK472Y / A),4489,3126.99,,
PAC1603,"Apple iMac 27 ""Core i7 Retina 5K 4GHz | 32GB RAM | 1TB SSD | AMD Radeon R9 M390",IMac desktop computer 27 inch Retina 5K 4GHz Core i7 | 32GB RAM | 1TB SSD | AMD Radeon R9 M390 (MK472Y / A),4249,3232.99,,
APP1214,Apple Magic Mouse 2,Bluetooth Apple Wireless Mouse,89,81.99,,
APP1215,Spanish Keyboard Keyboard Magic Apple Mac,Spanish Keyboard Mac and Apple iPad Ultrathin Bluetooth.,119,111,,
APP1216,Apple Magic Trackpad 2,Apple Wireless Bluetooth Trackpad.,149,139,,
APP1461,Apple HDMI to DVI Adapter,IPhone iPad iPod adapter and AV cable.,35,33,,
SYN0126,Synology NAS Server DS216SE Mac and PC,NAS server Mac and PC SATA 2-Bay Cloud.,139.99,135.99,,
APP1463,Apple Lightning connector cable to USB 2m White,Lightning USB cable 2 meters charge and sync iPhone iPad and iPod.,35,33,,
WDT0307,Western Digital Elements 2TB Desktop Hard Drive USB 3.0,Elegant and lightweight external hard 2TB drive for Mac and PC.,109,92.99,,
BNQ0041,"Benq BL2711U 4K Monitor 27 ""RGB 100% Low Blue Light",Professional Monitor 27-inch 4K Mac.,476,476,,
BNQ0042,"SW2700PT Monitor Benq 27 ""Professional Photography",Monitor 27 for photographic software professionals IPS technology integrated visor shading for Mac and PC,694,694,,
WDT0311,Western Digital My Book Pro 8TB Thunderbolt 2,8TB external hard drive and dual Thunderbolt 2 port.,719.99,662.79,,
THU0022,Thule Crossover Backpack 32L Black Macbook and iPad,resistant and waterproof 32 L Backpack for MacBook and iPad,129.95,92.99,,
SPH0013,Sphero BB-8 Star Wars Robot,Smartoy sphere droid BB-8 Star Wars remote Bluetooth,169.95,154.99,,
APP1209,"Apple iPad Pro 12.9 ""Wi-Fi + Cellular 128GB Gold",Pro 12.9-inch new iPad Wi-Fi + Cellular 128GB.,1159,111.68,,
QNA0149,QNAP HS-251 + NAS Server Mac and PC,2-bay NAS server with HDMI for home.,398.99,354.99,,
CRU0049,Crucial Mac Memory 8GB DDR3 1867MHz SO-DIMM,8GB 1867MHz RAM for Mac.,91.36,91.36,,
LOG0190,Logitech Keyboard K380 Multi-Device Black for iPad / iPhone / Mac,Spanish wireless keyboard and multi device iPad / iPhone / Mac,46.99,46.99,,
CRU0043-2,Crucial memory Mac 16GB (2x8GB) SO-DIMM DDR3 1867MHZ,RAM 16GB (2x8GB) 1867MHz for Mac.,159.98,158.99,,
CRU0043-4,Crucial memory Mac 32GB (4x8GB) SO-DIMM DDR3 1867MHZ,RAM 32GB (4x8GB) 1867MHz for Mac.,319.96,318.99,,
TUC0244,Slim Briefcase Dark Tucano MacBook / iPad Black Pro,Slim shoulder MacBook Retina 12-inch Retina / Pro 13-inch and 12.9-inch iPad Pro,49.99,39.99,,
QNA0152,QNAP TS-451 + NAS | 2GB RAM Mac and PC,4-bay NAS server 2GB RAM and remote for Mac and PC.,478.99,469.99,,
SAN0111,SanDisk Ultra Flair Flash Drive 32GB USB 3.0,USB 3.0 flash drive 32GB USB Flash Drive Mac and PC.,13.99,15,,
QNA0150,QNAP TS-251 + NAS | 2GB RAM Mac and PC,2-bay NAS server 2GB RAM and remote for Mac and PC.,349,334.99,,
SAN0112,SanDisk Ultra Flair Flash Drive 64GB USB 3.0,USB 3.0 flash drive 64GB USB Flash Drive Mac and PC.,24.99,25,,
QNA0154,QNAP TS-253A | 4GB RAM Mac and PC Server Nas,2-bay NAS server for Mac and PC,389.99,332.99,,
QNA0155,QNAP TS-453A | 4GB RAM Mac and PC Server NAS,4-bay NAS Server for Mac and PC.,529.99,456.99,,
DLL0030,"Dell UltraSharp Monitor UP2516D 25 ""QHD 2 HDMI HDMI 4 USB3.0",Monitor with slim frame premier technology height adjustable color tilt and rotation pivotable Adobe sRGB 100% for Mac and PC,527.99,469.99,,
DLL0031,"Dell UltraSharp Monitor UP2716D 27 ""QHD 2 HDMI HDMI 4 USB3.0",Monitor with slim frame premier technology height adjustable color tilt and rotation pivotable Adobe sRGB 100% for Mac and PC,683.99,599.99,,
PHI0063,Philips Hue White Single Bulb E27 9.5W A60,White bulb High quality and comfortable regulation,19.95,18.99,,
PHI0062,Philips Hue Dimmer light dimmer switch White,Remote control to control lamps and bulbs Hue,24.95,24.99,,
PHI0068,Philips HUE LightStrips Plus LEDs Strip 1m extension,LEDS strip with maximum flexibility and 1 meter in length,24.95,22.99,,
PHI0069,Philips Hue White 9.5W E27 A60 Single + Dimmer Switch,Independent bulb set white + remote control for lamps and bulbs Hue,39.95,34.99,,
KIN0150,Kingston DataTraveler SE9 32Gb USB 3.0 G2,32GB pendrive light and small.,172.8,17.28,,
TRN0012,"Trunk Sleeve Macbook Pro Sleeve 15 ""Black",Zippered neoprene sleeve for MacBook Pro reforzad 15 inches,44.95,19.99,,
IFX0042,iFixit rubber Kit for MacBook and MacBook Pro Unibody,Kit rubber to the bottom of Macbook / MacBook Pro Unibody.,6.99,5.99,,
MIC0035,Office Home and Business 2016 Software for Mac,Microsoft software licenses for home and business users for Mac,265.99,249.99,,
SNS0027,Sonos Play 5 Speaker White,Intelligent portable speaker with deep sound for iPhone iPad iPod.,579,520.32,,
APP1221,Apple Pencil,Pencil Apple iPad Pro.,109,106,,
OWC0160,"OWC Dock Thunderbolt station 2 with 2 drive bays 25 ""and 35""",Dock for discs 25 inch and 35 inch Dual Thunderbolt 2 and USB 3.0.,338.99,284.99,,
TOS0022,"Toshiba Canvio Basic 25 ""3TB USB 3.0 Black",25-inch external hard drive 3TB USB 3.0 for Mac and PC.,139.95,99.99,,
LAC0171,LaCie Porsche Design Desktop Drive 8TB USB 3.0 External Hard Drive,External Hard Drive 8TB 35-inch USB 3.0 for Mac and PC.,249.99,20.6,,
LAC0172,4TB LaCie Rugged USB 3.0 Mini Mac and PC,Hard Disk 4TB portable wireless ultra-resistant USB 3.0 for Mac and PC.,204.99,15.5,,
OWC0167,"OWC Aura expansion kit 6G SSD 240GB MacBook Air 11 ""and 13"" from 2010 to 2011",SSD 240GB expansion for MacBook Air 11-inch and 13-inch Late 2010 to Mid 2011 Kit tools,217.99,181.58,,
MIC0036,Office 365 Personal 1 license 1 M ± or,Personal license with subscription of 365 days of Office for Mac users and PC home and students,69.9,68.99,,
DLL0035,"Dell U2415 Monitor 24 ""FHD",FHD 24-inch monitor with multiple ports for Mac and PC.,371.99,283.99,,
LGE0030,"LG 34UM88-P Monitor 34 ""IPS QHD Thunderbolt 2",Monitor 34 inches Thunderbolt 2 QHD adjustable height Adobe 99% with speakers.,699,619.99,,
LGE0036,"25UM58-P Monitor LG 25 ""widescreen IPS UHD Ultra",Monitor 25-inch UHD IPS cinema format.,199,178,,
PHI0072,Philips Hue bulbs 9.5W White Pack 2 Starter Kit + E27 A60 Bridge,Kit 2 bulbs E27 + white light controller Bridge,79.95,64.99,,
LAC0210,8TB LaCie 2big Thunderbolt 2,RAID 8TB double disc box designed to work 24x7 Thunderbolt 2 and 5 years warranty for Mac and PC,569,509.99,,
TUC0252,"Tucano Nido Hard-Shell Case MacBook Air 13 ""Black",rigid and slicked rubber feet MacBook Air 13 inch casing.,29.9,24.99,,
LGE0032,"31MU97Z-B LG Monitor 31 ""4K pivotable Thunderbolt 2",31-inch 4K monitor screen split and multiple ports.,1099,799,,
LGE0035,"LG 27UD68-W Monitor 27 ""4K UHD sRGB 99%",IPS Monitor 27-inch 4K Ultra HD for Mac and PC.,499,469,,
LOG0199,"Create Logitech QWERTY keyboard cover 129 Spanish iPad Pro """,Cover with backlit keyboard and smart plug for iPad Pro.,155,145.99,,
LOG0204,Logitech Marathon Mouse M705 Wireless Black,wireless mouse with laser precision and long-life batteries for Mac and PC.,51.99,46.99,,
OWC0186,"OWC Accelsior S Adapter PCIe 2.5 ""Sata 6Gb / s SSD Mac Pro",PCI Express SSD for Mac Pro up to 51 (mid 2006-2012).,78.99,64.99,,
GRT0402,Griffin USB-C Adapter USB-A Black,USB-C adapter USB-A port for MacBook.,19.99,12.99,,
LGE0037,"24MP58VQ-W Monitor LG 24 ""5ms HDMI White",24-inch FHD IPS Monitor HDMI connection 5ms response time thin frame.,159,144,,
APP1465,Spanish Keyboard Keyboard Magic Apple Mac (OEM),Spanish Keyboard Mac and Apple iPad Ultrathin Bluetooth (unboxed),119,99.99,,
APP1481,Apple iPhone 64GB Space Gray,New iPhone SE with 4-inch screen 64 free GB.,549,400.33,,
SYN0139,Synology DS216j NAS Server Mac and PC,NAS server 2 bays and 2 USB 3.0 high-speed ports domestic / small biz use for Mac and PC.,175.99,174.99,,
PAC1371,Synology Pack DS216J | WD 4TB Network,NAS + 4TB (2x2TB) WD Network for Mac and PC.,373.99,341.18,,
PAC1372,Synology Pack DS216J | WD 6TB Network,NAS + 6TB (2x3TB) WD Network for Mac and PC.,433.99,373.18,,
PAC1373,Synology Pack DS216J | WD 8TB Network,NAS + 8TB (2x4TB) WD Network for Mac and PC.,513.99,435.18,,
OWC0183,"SSD expansion kit OWC Aura Pro 6G 480GB Retina MacBook Pro / Macbook Air 11 ""and 13"" 2013-2015",Kit expansion SSD 480GB MacBook Retina 13 inches and 15 inches Late 2013 to 2015 and Mid Ipads 11 inches and 13 inches Mid 2013 to 2015 Early tools,568.99,494.58,,
APP1489,"Apple iPad Pro 9.7 ""128GB Wi-Fi Gray Space",9.7-inch Apple iPad Pro 128GB Wi-Fi Gray Space.,789,59.9,,
OWC0184,SSD expansion kit OWC Aura Pro 6G 1TB Pro Retina MacBook / MacBook Air 2013 to 2015,1TB SSD expansion for MacBook Pro Retina Late 2015 and Mid 2013 Mid 2013 Macbook Air tools kit Early 2015,907.99,645.58,,
APP1495,"Apple iPad Pro 9.7 ""256GB Wi-Fi Oro",New iPad Pro 9.7-inch 256GB Wi-Fi.,899,679,,
APP1501,"Apple iPad Pro 9.7 ""Wi-Fi + Cellular 128GB Space Gray",9.7-inch Apple iPad Pro Wi-Fi + Cellular 128GB Space Gray.,939,942.81,,
BOS0035,Bose SoundLink AE II Bluetooth Headset with Microphone White,HD light with microphone for iPhone iPad and iPod wireless headset.,229,199.99,,
BOS0037,Bose SoundTouch 30 Series III Speaker Bluetooth Wi-Fi Black,Wireless music system compatible with iOS and OS X,599,509,,
WDT0315,"Blue WD 2TB Hard Drive 35 ""Mac and PC",Internal Hard Drive Western Digital 2TB 3.5-inch SATA 6Gb / s for Mac and PC users.,79,63.99,,
WDT0175,"Blue WD 3TB Hard Drive 35 ""Mac and PC",Western Digital Internal Hard Disk 3TB 35 inches for Mac and PC.,129,89.59,,
WDT0320,"Blue Hard Drive 4TB WD 35 ""Mac and PC",Hard disk Western Digital 4TB 3.5-inch internal SATA 6Gb / s for Mac and PC.,130,103.99,,
MAC0122,"Macally USB 3.0 External Enclosure 2.5 ""SATA Plata",Aluminum HDD external case 2.5 USB 3.0 for Mac and PC inches.,29.95,14.99,,
MAC0129,Macally UC3HUB4C USB Hub-C 4 USB 3.1 ports USB port + 1-C,Hub connector USB USB-C-A-C and USB port for Macbook.,44.95,38.99,,
MAC0130,Macally USB-C 4k HDMI Adapter,Multi-C USB adapter to HDMI 4K for Macbook ports.,59.95,41.99,,
KAN0052,Kanex Lightning to USB Cable White 12m,Ligthning to USB Cable 12m (MFi) for iPhone iPad and iPod.,17.99,9.99,,
BEL0217,Belkin USB-A USB cable-C 3.1 to 09m,USB 3.1 Cable USB-A to USB-C for MacBook and iMac,29.99,26.99,,
BEL0219,USB-C Belkin Micro USB 3.1 B 09m,USB 3.1 USB-C Micro-B cable for MacBook and iMac,29.99,26.99,,
OWC0153-2,Mac OWC memory 16GB (2x8Gb) SO-DIMM DDR3 1867MHZ,Mac OWC memory 16GB (2x8Gb) DDR3 1867MHz SO-DIMM 1.35V for 27 inch iMac Retina 5K (Late 2015).,199.98,197.99,,
BEL0189,Belkin Valet Charging Dock Cable Apple Watch White,Magnetic Charging Dock cable to Apple Watch.,69.99,37.99,,
